id_publico_oferta,url_oferta,tipo_oferta_fonte,cidade,territorio_uber_id,locadora,veiculo,categorias_uber,valor_display,valor_reais,periodicidade_valor,valor_semanal_equivalente,valor_mensal_equivalente,caucao_reais,km_inclusos,valor_km_excedente_reais,sem_limite_quilometragem,seguro_incluso,manutencao_inclusa,ipva_incluso,carro_reserva_incluso,opcao_compra,itens_inclusos,descricao,requisitos,data_coleta,valor_card_display,tipos_oferta_fonte,url_categoria_origem,arquivo_categoria_origem,arquivo_html_detalhe,origem_detalhe
5pn8dtck8ddr50fw87rqxkx1dr,https://earn.uber.com/offer/5pn8dtck8ddr50fw87rqxkx1dr,aluguel,São Paulo,458,Lucy Henare Monteiro Heluany,Chevrolet Prisma,"Comfort, Bag, UberX","R$700,00",700.0,semanal,700.0,3033.3333333333335,,,,,False,True,False,False,False,"Uso ilimitado do veículo | COMPRA DO VEÍCULO! Pagando 700,00 toda quarta-feira, após 50 meses de pagamento, transfiro o veículo para o seu nome; | Contrato registrado; | Despesas gerais do carro por conta do motorista( IPVA, licenciamento e manutenção); | Contato pelo Whatsapp; *Valor de retirada: 1.500,00",,Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Avaliação mínima da Uber | Idade mínima | Local de partida,2026-09-22,"R$ 700,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\5pn8dtck8ddr50fw87rqxkx1dr.html,cache
673qd1vvjh8e9dp8saj4bwp1q0,https://earn.uber.com/offer/673qd1vvjh8e9dp8saj4bwp1q0,aluguel,São Paulo,458,Emerson Jeronimo,Renault Clio,UberX,"R$600,00",600.0,semanal,600.0,2600.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Manutenção preventiva por nossa conta,pedimos apenas semana antecipada e caução.,Comprovante de residência | Estacionamento protegido | Local de partida,2026-09-22,"R$ 600,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\673qd1vvjh8e9dp8saj4bwp1q0.html,cache
6f04tt1hr58fvcxn0wdmmmew0c,https://earn.uber.com/offer/6f04tt1hr58fvcxn0wdmmmew0c,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Citroen C3,UberX,"R$750,00",750.0,semanal,750.0,3250.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Alugamos para motoristas negativados e iniciantes na Uber. Parcelamos em até 10x no cartão,,Comprovante de residência | Comprovante do seguro | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Local de partida,2026-09-22,"R$ 750,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\6f04tt1hr58fvcxn0wdmmmew0c.html,cache
6fb2980wjhe8nac04ptdmvptvm,https://earn.uber.com/offer/6fb2980wjhe8nac04ptdmvptvm,aluguel,São Paulo,458,Movida,Fiat Mobi ou similar,UberX,"R$2.589,92",2589.92,mensal,597.6738461538462,2589.92,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Com a Movida, você fatura mais! Confira nossas ofertas para você motorista de aplicativo!",Comprovante de residência | Conta motorista parceiro Uber ativa Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro Cliente pode obter mais informações diretamente pela Central de reservas da Movida pelo 0800 718 0080 ou pelo site | https://motoristadeapp.movida.com.br/regulamento | Local de partida | Termos e Condições | Alguma dúvida? | Ligue para: 0800 718 0080 As informações fornecidas pela Movida para este anúncio são meramente informativas e podem não se aplicar à sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. Verifique detalhes do seguro e das coberturas diretamente com a Movida.,2026-09-22,"R$ 2.589,92 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\6fb2980wjhe8nac04ptdmvptvm.html,cache
6sxz7fdnn9b773dgqajx5xpv2c,https://earn.uber.com/offer/6sxz7fdnn9b773dgqajx5xpv2c,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Chevrolet Onix,UberX,"R$1.300,00",1300.0,mensal,300.0,1300.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição,,Estacionamento protegido | Local de partida,2026-09-22,"R$ 1.300,00 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\6sxz7fdnn9b773dgqajx5xpv2c.html,cache
7167nfknvdd2d23qehssmf5bsw,https://earn.uber.com/offer/7167nfknvdd2d23qehssmf5bsw,aluguel,São Paulo,458,Grupo Carro na Mão,Fiat Mobi,"Uber Reserve Test Drive, UberX","R$595,00",595.0,semanal,595.0,2578.3333333333335,1500.0,,595.0,,True,True,False,False,True,"Manutenção | Promoção por indicação | Veículo de substituição | Atendimento rápido e suporte durante a locação, assistência 24h, IPVA, licenciamento, proteção veicular, revisão e manutenção preventiva. | Consulte condições para opção de compra, carro 0km, planos a partir de R$ 728,00/semana.",Comece no aluguel e tenha a opção de comprar o veículo (consulte condições e outras categorias de veículos).,Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Avaliação mínima da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 595,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\7167nfknvdd2d23qehssmf5bsw.html,cache
89fa9n9yf9fybd8jpv7pb2j1qw,https://earn.uber.com/offer/89fa9n9yf9fybd8jpv7pb2j1qw,aluguel,São Paulo,458,Grupo Carro na Mão,Fiat Argo,"Comfort, UberX","R$686,00",686.0,semanal,686.0,2972.6666666666665,1700.0,,686.0,,True,True,False,False,True,"Manutenção | Promoção por indicação | Veículo de substituição | Atendimento rápido e suporte durante a locação, assistência 24h, IPVA, licenciamento, proteção veicular, revisão e manutenção preventiva. Consulte condições para opção de compra, carro 0km, planos a partir de R$ 852,00/semana.",Comece no aluguel e tenha a opção de comprar o veículo (consulte condições e outras categorias de veículos).,Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 686,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\89fa9n9yf9fybd8jpv7pb2j1qw.html,cache
9dyns61pqsegn135bwpy65mvzm,https://earn.uber.com/offer/9dyns61pqsegn135bwpy65mvzm,aluguel,São Paulo,458,Mottu,TVS Sport ou similar,"Moto, Moto Priority, Moto Wait & Save",R$20.00,20.0,diaria,140.48076923076923,608.75,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Manutenção e serviços de resgate/reboque inclusos nos planos Anual e Minha Mottu.,"Alugue a moto mais econômica do Brasil em apenas alguns cliques!!! Com o cupom UBER , você ainda tem direito a R$200 de desconto para alugar sua Mottu e dirigir na Uber! Falar com a equipe de suporte Phone",,2026-09-22,R$20.00 por dia,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\9dyns61pqsegn135bwpy65mvzm.html,cache
9q9btxn3gdbx1fq8mxtp8akd9g,https://earn.uber.com/offer/9q9btxn3gdbx1fq8mxtp8akd9g,aluguel,São Paulo,458,Movida,Volkswagen Voyage ou similar,"Comfort, Bag, UberX","R$3.070,16",3070.16,mensal,708.4984615384615,3070.16,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Com a Movida, você fatura mais! Confira nossas ofertas para você motorista de aplicativo!",Comprovante de residência | Conta motorista parceiro Uber ativa | Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro. | Cliente pode obter mais informações diretamente pela Central de reservas da Movida pelo 0800 718 0080 ou pelo site | https://motoristadeapp.movida.com.br/regulamento | Local de partida | Termos e Condições | Alguma dúvida? | Ligue para: 0800 718 0080 | As informações fornecidas pela Movida para este anúncio são meramente informativas e podem não se aplicar à sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. Verifique detalhes do seguro e das coberturas diretamente com a Movida.,2026-09-22,"R$ 3.070,16 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\9q9btxn3gdbx1fq8mxtp8akd9g.html,cache
9qj3hzx21h9dx1hwzk7b9zzz3w,https://earn.uber.com/offer/9qj3hzx21h9dx1hwzk7b9zzz3w,aluguel,São Paulo,458,Localiza Zarp,Volkswagen Tera ou similar,"Comfort, UberX","R$904,90",904.9,semanal,904.9,3921.233333333333,,,,,True,True,False,False,False,Seguro do veículo | Manutenção,,Comprovante de residência | Depósito caução,2026-09-22,"R$ 904,90 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\9qj3hzx21h9dx1hwzk7b9zzz3w.html,cache
